web-scraper-order,web-scraper-start-url,Title,ShortBio,TarAmount,Status,RaisedAmount,StartTime,EndTime,Organizer
"1699813982-174","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=32","助残障女性舞动人生","用舞蹈帮助残障女性走出阴霾，舞出精彩，炫出自我。","52000","项目状态:执行中","584.89","2021-05-13","2021-12-30","四川圆梦助残公益服务中心"
"1699813982-175","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=32","共抗疫情携手护豫","为河南省一线女性防疫工作者筹集生活物资","102222","项目状态:执行中","3602.87","2022-01-14","2022-02-09","浙江省妇女儿童基金会"
"1699813985-176","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","嘉兴女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","300000","项目状态:执行中","86.79","2019-08-20","2020-08-18","嘉兴市妇联"
"1699813985-177","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","关注女性产后抑郁","远离产后抑郁！以积极阳光的心态面对生活！","144800","项目状态:执行中","1175.04","2017-04-26","2017-07-26","金楠"
"1699813985-178","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","路桥女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","50000","项目状态:执行中","215.61","2019-08-20","2020-08-18","路桥区妇联"
"1699813985-179","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","关爱她健康","资助困难残疾人家庭女性健康体检（妇科+常规）。","150000","项目状态:执行中","156549.2","2022-08-10","2023-09-09","中国残疾人福利基金会"
"1699813985-180","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","黄岩女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","50000","项目状态:执行中","1791.52","2019-08-20","2020-08-18","黄岩区妇联"
"1699813985-181","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","关爱农村精障女性","保障农村精神残疾女性权益，支持其过上有尊严的生活。","120000","项目状态:执行中","705.62","2022-03-15","2022-05-13","新余市扶贫慈善基金会"
"1699813985-182","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","宁波女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","300000","项目状态:执行中","944.95","2019-08-24","2020-08-18","宁波市妇联"
"1699813985-183","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","勇往职前","为中专、高职女性提供职前职业素养帮扶，助力实现理想就业","299661","项目状态:执行中","127380.04","2017-08-18","2017-10-10","成都市龙泉驿区经典现代历奇训练中心"
"1699813985-184","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","关爱女性健康","让⼥性提早关注乳腺健康，为预防乳腺癌打下坚实基础。","3000000","项目状态:执行中","2918.67","2019-08-20","2019-11-18","中国社会福利基金会"
"1699813985-185","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=31","绍兴女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","300000","项目状态:执行中","99.9","2019-08-20","2020-08-18","绍兴市妇联"
"1699813988-186","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","关爱女性，抵制家暴","请给女性一个没有暴力的天空，给孩子一个完整幸福的家。","500000","项目状态:执行中","7175.23","2019-08-19","2019-11-04","四川省红十字基金会最美妈妈爱心基金"
"1699813988-187","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","关爱心智障碍女性","改善心智障碍女性生存环境，关注其真实需求，提升其能力。","250000","项目状态:执行中","118649.06","2017-08-21","2017-10-21","北京市房山区羿行残疾人服务协会"
"1699813988-188","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","特殊女性职业辅导","帮助聋哑女性更好地就业","76618","项目状态:执行中","74.02","2018-08-23","2018-11-19","上海三享两益青年职业发展促进中心"
"1699813988-189","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","支持阳光妈妈调查队","培训困境女性掌握调查技术，参与调查工作，增收脱贫","50723","项目状态:执行中","2174.92","2020-08-17","2021-05-13","深圳市温馨社工服务中心"
"1699813988-190","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","温州女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","300000","项目状态:执行中","1054.18","2019-08-20","2020-08-18","温州市妇联"
"1699813988-191","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","浙江省女性两癌保险","“两癌”保险，为“她”健康多一重保障。","450000","项目状态:执行中","201937.27","2016-08-26","2016-09-09","中国妇女发展基金会"
"1699813988-192","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","为尿失禁妈妈解忧","为受尿失禁女性提供义诊、救治，重塑健康，回归社会。","515022","项目状态:执行中","53706.59","2017-08-18","2017-11-30","中国妇女发展基金会"
"1699813988-193","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","呵护艾滋女性健康","为贫困艾滋女性提供免费妇科体检，帮助她们发现和预防疾病","60500","项目状态:执行中","2174.74","2016-08-09","2017-05-23","女性抗艾网络-中国"
"1699813988-194","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","下岗妈妈手工布艺坊","下岗妈妈手工布艺坊，针对社区女性再就业再创业扶助项目！","99938","项目状态:执行中","6421.13","2016-07-06","2016-08-15","深圳市如是布艺制作交流中心"
"1699813988-195","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=30","许昌儿童之家","为爱心女性一对一实现孤残儿童愿望筹集礼物和活动费用","","项目状态:执行中","5542.46","2019-08-16","2022-06-30","暖暖爱心公益联盟"
"1699813991-196","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","仙居女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","50000","项目状态:执行中","499.23","2019-08-20","2020-08-18","仙居县妇联"
"1699813991-197","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","香橙妈妈绽放她力量","通过技能培训，提高乡村女性经济收入，助力乡村振兴发展","299728","项目状态:执行中","5765.96","2022-06-23","2023-02-01","友成企业家乡村发展基金会"
"1699813991-198","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","双丝带关爱她","为绍兴山村妇女、特定爱心女性开展乳腺癌和宫颈癌筛查。","1000000","项目状态:执行中","126656.43","2016-08-19","2017-02-19","绍兴市红十字会"
"1699813991-199","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","情暖山村女教师","守护健康为四百名偏远山村女教师提供女性深度体检。","660000","项目状态:执行中","79592.03","2022-03-04","2022-11-02","西安市益路同行助老服务中心"
"1699813991-200","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","湘有绿媛环保行","培训女性成为具备绿色生活方式的绿媛，并积极参加推广。","153460","项目状态:执行中","58777.65","2016-08-05","2016-11-05","长沙市绿动社区环保服务中心"
"1699813991-201","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","舟山女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","300000","项目状态:执行中","1273.8","2019-08-20","2020-08-18","舟山妇联"
"1699813991-202","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","血友病携带者检测","检测血友病家族育龄段女性，判断是否为携带者。","275000","项目状态:执行中","7534.46","2018-08-22","2018-11-20","长沙友缘血友病关爱中心"
"1699813991-203","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","67老汉肩负妻女性命","妻子患肿瘤，女儿尿毒症，年近70的农村老汉如何是好","204000","项目状态:执行中","3009.99","2020-09-18","2021-02-22","泰安市泰山区晨希公益援助中心"
"1699813991-204","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","以女性志领的名义","共创共进共享，志领志愿志远","200000","项目状态:执行中","15704.05","2017-04-25","2017-07-25","上海志领志愿服务发展中心"
"1699813991-205","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=29","天台女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","50000","项目状态:执行中","1230.33","2019-08-20","2020-08-18","天台县妇联"
"1699813994-206","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","非遗助力脱贫路","培训困难女性非遗香包制作，非遗传承助力脱贫攻坚。","310000","项目状态:执行中","6624","2020-07-09","2020-12-31","徐州市云龙区民间艺术协会"
"1699813994-207","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","母亲健康行动","关爱广西籍患肿瘤疾病的困难家庭女性患者","110000","项目状态:执行中","1921.98","2020-08-18","2020-09-17","广西红十字基金会"
"1699813994-208","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","踏浪妈妈早教行","您的每一份捐赠都会帮助女性公益人不断成长","65334","项目状态:执行中","44422.11","2021-05-14","2021-12-30","合肥市华益儿童服务中心"
"1699813994-209","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","乳腺癌带走了天使","乳腺癌是女性的常见恶性肿瘤，我们以此为课题来关爱和保护女性权益。","8000","项目状态:执行中","659.99","2015-08-03","2015-10-04","郭悦荣"
"1699813994-210","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","家庭生育健康关爱","通过多种方式宣传健康理念，提升女性生育健康意识。","500000","项目状态:执行中","1233.64","2020-06-01","2020-09-16","中国妇女发展基金会"
"1699813994-211","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","全职妈妈-幸福满格","通过邻里守望和女性赋能，帮助全职妈妈脱离精神和生活困境","739300","项目状态:执行中","27899","2019-05-06","2019-11-20","深圳市德义爱心促进会"
"1699813994-212","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","关爱重庆受灾女孩","储备灾情发生时针对女性的应急物资，守护女性安全与健康。","","项目状态:执行中","30.67","2021-08-27","2021-11-16","重庆儿童救助基金会"
"1699813994-213","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","后疫情时期创就业","聚焦“后疫情时期”就业环境，服务女性增能和创业就业。","200000","项目状态:执行中","200072.44","2020-09-01","2020-11-25","上海闵行莘庄工业区楚芸身心健康服务中心"
"1699813994-214","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","关爱女性健康体检","为女性提供健康体检","39490","项目状态:执行中","128.94","2022-02-25","2022-04-29","南阳市卧龙区鸿基社会服务中心"
"1699813994-215","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=28","助残增收果园种植","为50名残障女性提供果树管理、农机使用等，助残增收。","120000","项目状态:执行中","71704.44","2018-08-24","2018-09-25","北京市房山区羿行残疾人服务协会"
"1699813997-216","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","“爱的宣言”健康计划","科技助力女性健康，一起爱，呵护宫颈健康，传递爱的宣言！","300000","项目状态:执行中","80891.12","2018-08-22","2018-10-30","深圳市德义爱心促进会"
"1699813997-217","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","乡村姐妹大舞台","为乡村女性搭建舞台，实现美好环境与幸福生活共同缔造。","220000","项目状态:执行中","221944.93","2023-04-27","2023-05-21","湖北省妇女儿童发展基金会"
"1699813997-218","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","保卫母亲远离乳腺癌","讲座打开女性健康意识，牵手粉红结远离乳腺癌，健康千万家","470139","项目状态:执行中","89165.14","2019-08-13","2021-02-09","深圳市上庠青少年科技创新促进中心"
"1699813997-219","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","七彩晚霞关怀计划","每月举办集体生日会关怀课程，让丧偶女性老人不在孤独。","50000","项目状态:执行中","34883.68","2019-04-30","2019-07-29","聊城市蒲心社会工作服务中心"
"1699813997-220","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","美好情绪引导力","通过情绪调节公益课程和赋能培训，提高女性处理情绪的能力","850000","项目状态:执行中","117897.04","2021-05-12","2021-12-30","广州市海珠区母乳爱公益服务中心"
"1699813997-221","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","妍色人生","“妍色人生”项目致力于为更年期女性提供支持","50000","项目状态:执行中","50612.58","2023-08-04","2023-09-09","广州市巾帼社会工作服务中心"
"1699813997-222","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","关爱女性生命计划","关注及救助贫困大病家庭，为他们点亮生的希望。","600000","项目状态:执行中","1077.65","2019-03-14","2019-06-12","深圳市德义爱心促进会"
"1699813997-223","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","性别多元摄影计划","拍摄女性与性少数群体，对准社群中的个体的生存状态和心理","100000","项目状态:执行中","56685.26","2020-08-06","2020-09-27","昆明市平行性健康支持发展中心"
"1699813997-224","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","关爱两癌女性健康","为英山县困难家庭患有乳腺癌或宫颈癌妇女提供医疗救助","200000","项目状态:执行中","9549.69","2022-05-05","2022-06-23","湖北省红十字基金会"
"1699813997-225","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=27","关爱通道贫困母亲","为通道县贫困女性免费义诊筛查、健康宣教","205000","项目状态:执行中","7209.3","2016-05-23","2016-08-23","中国妇女发展基金会"
"1699814000-226","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","格桑花女性体检计划","为偏远贫困地区女性提供公益体检服务，预防大病。","530200","项目状态:执行中","2481.7","2019-07-05","2019-10-03","深圳市德义爱心促进会"
"1699814000-227","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","领悦女性发展项目","为20到45岁的城市职场女性搭建跨领域分享和沟通的平台","551985","项目状态:执行中","109195.75","2017-08-16","2017-09-20","广东省日慈公益基金会"
"1699814000-228","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","美丽事业 美好人生","筹集善款，助三区三州贫困女性接受免费美容彩妆技能培训课","300000","项目状态:执行中","300210.41","2019-08-20","2019-09-09","中国妇女发展基金会"
"1699814000-229","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","为患癌女性撑起希望","帮助患癌的魏成玉，筹集治疗费用度过无钱看病的绝境。","120000","项目状态:执行中","3156.1","2018-05-30","2018-08-30","乌鲁木齐益善社会工作发展中心"
"1699814000-230","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","椒江女性健康关爱","关爱低保贫困母亲健康，给她们一份爱的保障。","50000","项目状态:执行中","342.54","2019-08-24","2020-08-18","椒江区妇联"
"1699814000-231","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","为她发声","国际青年献力，关注女性权益","8900","项目状态:执行中","582.82","2017-07-05","2017-08-31","北京埃森克人力资源管理顾问有限公司"
"1699814000-232","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","金裁缝妈妈再创业","培训单亲妈妈、困境女性，掌握缝纫裁剪技能，灵活创业","110556","项目状态:执行中","4544.34","2020-08-18","2021-05-20","深圳市温馨社工服务中心"
"1699814000-233","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","老河口主播培训计划","公益电商直播知识培训，帮助女性掌握直播技能。","","项目状态:执行中","2157.8","2021-08-17","2021-11-07","老河口市妇女联合会"
"1699814000-234","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","你在异乡还好吗","为流动女性搭建“异乡娘家”，撑起城市中的保护伞。","218085","项目状态:执行中","43206.45","2017-08-17","2017-11-30","沈阳市和平区律动公益社会工作服务中心"
"1699814000-235","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=26","梦回老上海.旗袍秀","弘扬海派旗袍文化  展示时尚女性风采","5000","项目状态:执行中","4886.61","2019-07-25","2019-10-16","滨江一家人"
"1699814003-236","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","红莓姐姐成长计划","汇集多方资源和力量，关注乡村女性成长教育。","54960","项目状态:执行中","8781.45","2020-08-07","2020-12-21","长丰县马郢计划志愿者服务中心"
"1699814003-237","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","关爱女性公益讲堂","用心守护女性身心健康，让每一朵花儿沐浴在阳光下。","170000","项目状态:执行中","2910.69","2019-07-25","2020-04-09","盘锦市大洼区禹祥教育培训中心有限公司"
"1699814003-238","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","单亲妈妈关心热线","疏导单亲离异丧偶女性的不良情绪重获自信面对家庭和生活","612500","项目状态:执行中","349969.13","2021-08-21","2021-11-18","重庆市慈善总会渝西扶贫济困慈善专项基金"
"1699814003-239","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","她健康保险关爱项目","关爱困难女性健康，增强其健康意识和抵御重疾风险能力。","500000","项目状态:执行中","105557","2022-03-07","2022-06-04","宁夏妇女儿童发展基金会"
"1699814003-240","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","残疾女性烘焙行动","通过烘培+陪伴+实践，帮助智力残疾女性回归社会，实现就业","","项目状态:执行中","2406.53","2021-08-20","2021-11-07","湖北省武汉市江岸区佳益社会工作服务中心"
"1699814003-241","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","女性健康公益保险","为浙江省内的低保贫困妇女购买“两癌”保险。","2100000","项目状态:执行中","297699.35","2017-08-23","2017-11-23","中国妇女发展基金会"
"1699814003-242","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","领悦女性发展项目","为20到45岁的城市职场女性搭建跨领域分享和沟通的平台","551985","项目状态:执行中","109195.75","2017-08-16","2017-09-20","广东省日慈公益基金会"
"1699814003-243","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","构筑温暖港湾","助女性精神病患者营造一个温暖的社区环境","103486","项目状态:执行中","26998.81","2018-08-24","2018-10-29","常州市金坛区茅驴志愿者协会"
"1699814003-244","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","远离两癌珍爱健康","关注女性健康，努力为更多的妇女提供健康服务!","","项目状态:执行中","49100.23","2019-07-17","2019-10-05","广德惠民医院"
"1699814003-245","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=25","吾爱心安助她计划","从生理、情绪、关系三个维度，为中年女性提供健康辅导。","200000","项目状态:执行中","45516.89","2021-08-18","2022-08-26","江苏华益社会组织评估中心"
"1699814006-246","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","万人共舞乡村大舞台","为乡村女性搭建舞台，实现美好环境与幸福生活共同缔造。","500000","项目状态:执行中","500001.5","2023-08-11","2023-09-09","湖北省妇女儿童发展基金会"
"1699814006-247","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","长丰红莓成长计划","汇集多方资源和力量，关注乡村女性成长教育。","100000","项目状态:执行中","4293.17","2021-05-18","2021-12-30","长丰县马郢计划志愿者服务中心"
"1699814006-248","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","抗癌女明星生日会","为长期抗癌的女性康复患者举办生日会活动，支持抗癌","22000","项目状态:执行中","7363.56","2021-08-21","2022-11-30","浙江省妇女儿童基金会"
"1699814006-249","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","一键消灭性侵害","这是一个保护女性免受性侵害的随身佩戴的小型装置","49800","项目状态:执行中","40116.93","2015-12-24","2016-03-10","刘宇"
"1699814006-250","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","残障女性旅拍计划","从“心”出发，实现残障女性旅行摄影梦，重塑自信笑颜","70710","项目状态:执行中","5040.47","2016-08-18","2016-11-18","北京市丰台区声波残障社会服务中心"
"1699814006-251","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","关爱抗疫一线女性","为抗疫一线的女性送上安全防护关爱暖心包","1595000","项目状态:执行中","47093.28","2022-03-17","2022-04-16","深圳市妇女儿童发展基金会"
"1699814006-252","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","弱势女性帮扶计划","为弱势女性提供生活、法律和心理的帮扶，帮她们走出困境","500000","项目状态:执行中","330.31","2022-03-30","2022-06-30","北京缘梦公益基金会"
"1699814006-253","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","高原包虫病女性救助","不再让高原女性，因包虫病而失去生命，家庭破碎","500000","项目状态:执行中","18047.36","2020-10-23","2021-03-31","东莞市金色梦公益基金会"
"1699814006-254","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","让患癌女性安全沐浴","为晚期肿瘤病人募捐一张洗澡床，让洗澡不再“奢侈”。","200000","项目状态:执行中","14533.05","2019-08-20","2019-11-18","深圳市妇女儿童发展基金会"
"1699814006-255","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=24","流动女性两癌预防","关注流动女性和两癌知识，促进生殖健康的改善。","34442","项目状态:执行中","10125.85","2017-08-18","2017-11-18","深圳市罗湖区半枝莲同城姐妹关爱中心"
"1699814009-256","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","助困境女性向阳而生","助力困境女性走出生活的阴霾，重新绽放阳光的笑容","445000","项目状态:执行中","445489","2022-02-28","2022-09-08","泰安市泰山之心公益服务中心"
"1699814009-257","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","乡村女性护理计划","为偏远地区贫困妇女提供生理用品及生理健康知识。","85800","项目状态:执行中","3561.35","2019-07-11","2019-10-09","深圳市德义爱心促进会"
"1699814009-258","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","技能让她撑起一个家","“培训改变命运” 给女性农民工一技之长，她能改变命运","1026316","项目状态:执行中","447086.67","2016-08-18","2016-09-09","北京乐平公益基金会"
"1699814009-259","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","守护两癌女性在行动","捐出158元，为江苏省内困境女性献出一份爱心","2500000","项目状态:执行中","48252.13","2022-01-27","2022-08-26","江苏省妇女儿童福利基金会"
"1699814009-260","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","贫困乳腺肿瘤救助","帮助贫困女性乳腺疾病患者，远离乳腺癌。","123000","项目状态:执行中","5441.52","2020-07-29","2021-01-06","濮阳市慈善总会"
"1699814009-261","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","绽放吧创玫瑰","汇聚爱心力量，提升粤港澳大湾区困境女性创业能力。","583000","项目状态:执行中","10270.1","2020-12-15","2021-06-13","深圳市广电公益基金会"
"1699814009-262","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","小麦女性关爱计划","关爱低保贫困母亲健康，给她们一份爱的保障。","50000","项目状态:执行中","56.96","2019-08-16","2020-08-18","小麦杭州印刷科技有限公司"
"1699814009-263","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A5%B3%E6%80%A7&p=23","独立女性急需肝移植","自立自强、天生丽质的她发现肝病已是晚期","150000","项目状态:执行中","9083.73","2021-03-22","2021-09-17","郑州市二七区益行助慈互助中心"
