web-scraper-order,web-scraper-start-url,Title,ShortBio,TarAmount,Status,RaisedAmount,StartTime,EndTime,Organizer
"1699811003-1","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","为凉山孩子筹心灯","为四川大凉山布拖县的孩子们众筹能照亮黑暗的心灯","381774","项目状态:已结束","96052.51","2015-05-29","2015-11-10","中国妇女发展基金会"
"1699811003-2","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","为特困家庭送种羊","捐赠1只种羊，2-3年就可以为家庭带来稳定的收入。","73600","项目状态:已结束","67367.31","2015-08-26","2015-09-07","中国妇女发展基金会"
"1699811003-3","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","为孤儿寡母建新房","帮助卢日里一家重新建造将要垮塌的房屋，让她们有个安全的家。","105540","项目状态:已结束","383.59","2015-08-26","2015-11-26","中国妇女发展基金会"
"1699811003-4","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","帮助天津创业妈妈","39元就能让她们通过劳动获得一份收入，送去暖暖的爱","50000","项目状态:已结束","2267.04","2015-12-11","2016-03-11","中国妇女发展基金会"
"1699811003-5","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","为乡村母亲筹热水器","为高台子村40位贫困家庭配备热水器","100000","项目状态:已结束","2436.01","2015-12-23","2016-03-23","中国妇女发展基金会"
"1699811003-6","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","黄河滩区的六一礼物","为濮阳县黄河滩区儿童送节日礼物","94240","项目状态:已结束","2386.25","2016-05-23","2016-08-23","中国妇女发展基金会"
"1699811003-7","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","藏区新生儿关爱包","通过提供必需的婴儿包降低新生儿低体温现象，降低婴儿死亡率。","150000","项目状态:已结束","10986.62","2015-08-27","2015-11-27","中国妇女发展基金会"
"1699811003-8","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","爱她安家助学计划","帮藏族孤贫儿童安家、自强，成长为传播民族文化的小使者","1416215","项目状态:已结束","30048.98","2016-08-31","2016-12-01","中国妇女发展基金会"
"1699811003-9","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","为万福小学送餐桌","为湖南万福乡万福小学筹集20套餐桌，提供更好的生活环境","11600","项目状态:已结束","1751.44","2015-12-10","2016-03-10","中国妇女发展基金会"
"1699811003-10","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=500","给14岁生命更多可能","身患白血病，家庭贫困，手术费惊人，她需要你我的帮助！","150000","项目状态:已结束","4606","2016-07-06","2016-08-16","中国妇女发展基金会"
"1699811006-11","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","燕罗微公益行动","汇聚燕罗爱心，助力困境家庭","30000","项目状态:执行中","10238.21","2021-08-17","2023-06-30","深圳市宝安区妇女儿童福利会"
"1699811006-12","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","护航“早到天使”","护航“早到天使”，给早产儿家庭带去希望","50000","项目状态:执行中","4956.79","2021-08-18","2022-09-20","深圳市宝安区妇女儿童福利会"
"1699811006-13","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","福永困境妇儿帮扶","向社会爱心人士募捐，帮扶街道重疾、残疾、单亲等困境妇儿","100000","项目状态:执行中","23792","2021-08-19","2023-06-30","深圳市宝安区妇女儿童福利会"
"1699811006-14","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","儿童肥胖防治","针对儿童体重超标和营养不均衡，开展科普宣教和干预活动。","12360","项目状态:执行中","3859.7","2021-08-19","2023-06-30","深圳市宝安区妇女儿童福利会"
"1699811006-15","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","关爱困境单亲家庭","请您献出一份爱，帮助你我他！","50000","项目状态:执行中","2705.71","2021-08-27","2022-08-18","深圳市宝安区妇女儿童福利会"
"1699811006-16","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","宝安消防员关爱计划","为处于困境中的消防员家庭提供经济援助和生活救助","40227","项目状态:执行中","10876.28","2021-08-27","2023-06-30","深圳市宝安区妇女儿童福利会"
"1699811006-17","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","家友·益站","宝安区困境妇儿家庭公益服务空间打造计划","137500","项目状态:执行中","12607.07","2021-08-27","2023-06-30","深圳市宝安区妇女儿童福利会"
"1699811006-18","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","守护困境儿童","心系妇儿，温暖宝安","","项目状态:执行中","0","2021-08-27","2021-08-27","深圳市宝安区妇女儿童福利会"
"1699811006-19","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","岩暖童心关爱困境儿","为石岩街道困境儿童提供关爱服务，并为家长提供支持","126940","项目状态:执行中","4674.18","2022-08-11","2023-06-30","深圳市宝安区妇女儿童福利会"
"1699811006-20","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=499","152个女儿的爸爸","如果你使一个男人接受教育，你教育的是一个人。如果你使一个妇女接受教育，那么你教育的是整个家庭。","","项目状态:已结束","201060.32","2014-06-10","2014-08-12","查卓保"
"1699811009-21","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","留下来陪陪我","我是一名普通的广东英德农村妇女，今年42岁。父母刚刚过世，10月老公检查出肾癌中晚期，家贫救助。","50000","项目状态:已结束","21675.87","2014-12-02","2015-03-02","张智慧"
"1699811009-22","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","春节送妈妈红包了吗","在春节来临之际，中国妇女发展基金会联合腾讯公益、滴滴打车邀请您一起为母亲们送出自己的一份红包。","","项目状态:已结束","480583.05","2015-02-12","2015-03-27","中国妇女发展基金会"
"1699811009-23","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","雅安小蓓求援助","童爱073小蓓，女，6岁，四川雅安，先天性心脏病，室间隔缺损，成都妇女儿童中心医院，费用预算：3万元","30000","项目状态:已结束","30001","2013-04-27","2013-07-26","中国社会福利基金会"
"1699811009-24","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","为儿童募集手术费","嫣然天使基金联合北京嫣然天使儿童医院以及四川省成都妇女儿童中心医院，为灾区遭受重创的儿童募集手术费！请您帮助我们！","","项目状态:已结束","38631.06","2013-04-22","2013-05-31","嫣然天使基金"
"1699811009-25","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","玉树琼花关爱女生","向玉树家庭女生免费发放女生关爱包，关爱女生健康","323400","项目状态:执行中","324507.35","2023-04-03","2023-05-08","青岛市红十字会"
"1699811009-26","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","县乡女性支持计划","助力县域及乡村女性个人发展，帮助她们提升个人竞争力","242120","项目状态:执行中","8268.96","2022-08-16","2023-07-01","成都市社会组织乡村振兴联盟"
"1699811009-27","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","妈妈的愿望","25元助力独抚母亲，帮他们实现养家带娃的生活小愿望","162600","项目状态:执行中","54409.37","2022-08-19","2023-07-01","成都市社会组织乡村振兴联盟"
"1699811009-28","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","白倮蜡染保护计划","对白倮蜡染开展保护和传承工作，为乡村女创造更多就业机会","341726","项目状态:执行中","23470.74","2022-08-30","2023-05-31","云南省慈善总会"
"1699811009-29","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","宝安困境妇儿关爱行","心系妇儿，温暖宝安","679800","项目状态:执行中","69573.63","2021-08-05","2023-06-30","深圳市宝安区妇女儿童福利会"
"1699811009-30","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=498","关爱石岩困境家庭","困境家庭更需要关爱，让我们用行动一起来温暖他们","100000","项目状态:执行中","10586.63","2021-08-13","2021-11-02","深圳市宝安区妇女儿童福利会"
"1699811012-31","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","援助缅甸汉族难民","缅甸果敢战乱，难民纷纷涌入云南境内，申请为妇女儿童提供生活及医疗救助。","50000","项目状态:已结束","50013.74","2015-03-24","2015-03-29","昆明云迪行为与健康研究中心"
"1699811012-32","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","爱心携手健康伴她行","为连云港市连云区患“两癌”的城乡低收入妇女筹集善款。","70000","项目状态:执行中","54733.33","2022-08-22","2022-12-31","连云港市红十字会"
"1699811012-33","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","母亲的救命车","医疗救护车对于那些生活在贫困地区妇女们的眼里是极为奢侈的需求","1500000","项目状态:已结束","84979.05","2015-08-27","2015-11-27","中国妇女发展基金会"
"1699811012-34","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","圆溪口村震后养鸡梦","雅安地震两年里，溪口村一位返乡青年和当地留守老人妇女创业的故事。","36500","项目状态:已结束","13101.51","2015-04-16","2015-07-16","成都高新区益众社区发展中心"
"1699811012-35","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","幸福越城幸福家","每2元一份花种子，就可以帮助处于困境中的妇女儿童。","200000","项目状态:执行中","25567.33","2022-08-13","2023-04-12","绍兴市越城区红十字会"
"1699811012-36","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","中国妇女发展基金会母亲邮包公益项目","为了将透明公益进行到底，中国妇女发展基金会经过半年的筹备，继成功实施“母亲水窖”、“母亲健康快车”、“母亲小额循环”等母亲系列品牌公益项目后，又策划设计了帮助农村贫困母亲改善生活状况的“母亲邮包”公益项目。该项目的显著特点之一是公开透明和参与便捷，项目主要选取贫困母亲日常生活必需品，发动社会各界通过“一对一”的捐助模式，帮助贫困母亲解决生活中的一些实际困难、提高基本安全健康意识、感受社会温暖。扶助","78300","项目状态:已结束","2635.65","2012-05-17","2012-06-28",""
"1699811012-37","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","关爱天津受灾妇儿","根据需求提供受灾群众必需物资，灾后困难妇女儿童的生活救助以及心理抚慰等","1000000","项目状态:已结束","1006940.65","2015-08-13","2015-08-13","天津市妇女儿童发展基金会"
"1699811012-38","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","呵护新生情暖半边天","守住健康防线减少残障失能发生为妇女儿童身体健康保驾护航","3500000","项目状态:已结束","3500036.62","2023-05-16","2023-06-17","汝州市慈善总会"
"1699811012-39","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","帮她们健康过生理期","每100元就可以为新疆农牧区的贫困妇女购置一年的卫生巾。","500000","项目状态:已结束","160892.29","2015-06-26","2016-06-16","中国妇女发展基金会"
"1699811012-40","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=497","救助两癌贫困母亲","奉献一颗爱心，救助福建省贫困妇女两癌（乳腺癌、宫颈癌）患者，帮助一位母亲，等于挽救一个家庭。","10000000","项目状态:已结束","261699.35","2015-04-28","2016-12-31","福建省红十字会"
"1699811015-41","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","为灌云两癌母亲助力","为灌云县7位患“两癌”的城乡低收入妇女筹集善款。","70000","项目状态:执行中","3337.52","2022-08-22","2022-12-31","连云港市红十字会"
"1699811015-42","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","开发区为她聚爱","为开发区4位患“两癌”的城乡低收入妇女筹集善款。","40000","项目状态:执行中","14595.43","2022-08-22","2022-12-31","连云港市红十字会"
"1699811015-43","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","温暖困境中的她们","伸出你的援手，温暖城乡结合部遭遇困境的妇女儿童。","115777","项目状态:执行中","115859.45","2023-08-08","2023-09-07","云南省红十字会"
"1699811015-44","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","妈妈快回家","为侗族妇女建设互助合作社，结合文化保育，实现在家有生计","158229","项目状态:已结束","468.1","2017-04-28","2017-07-28","广州远近文化发展有限公司"
"1699811015-45","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","艾滋遗孤的重生之路","让互联网助力社会企业，点燃受艾滋病影响农村妇女希望！","96000","项目状态:已结束","28463.08","2015-12-15","2016-03-15","广州市越秀区智同公益服务中心"
"1699811015-46","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","红十字女性两癌救助","为英山县困境家庭患有乳腺癌或宫颈癌妇女提供医疗救助。","40000","项目状态:已结束","6810.54","2023-08-04","2023-10-21","湖北省红十字基金会"
"1699811015-47","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","她关爱·两癌保险","为抚州籍35-64周岁低收入妇女免费购买""两癌""公益保险","434224","项目状态:执行中","190905.45","2022-07-18","2022-09-11","抚州市慈善总会"
"1699811015-48","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","为她聚爱助她前行","为连云港市50位患“两癌”的城乡低收入妇女筹集善款。","500000","项目状态:执行中","25341.72","2022-08-20","2023-04-13","连云港市红十字会"
"1699811015-49","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","为爱行动守护她健康","为连云港市3位患“两癌”的城乡低收入妇女筹集善款。","30000","项目状态:执行中","30026.83","2022-08-22","2022-09-09","连云港市红十字会"
"1699811015-50","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=496","救助乳腺癌白衣天使","对身患乳腺癌的贫困妇女进行每人1万元的医疗和生活补助","100000","项目状态:已结束","12576.87","2015-11-20","2016-03-31","中国妇女发展基金会"
"1699811018-51","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","急援尼泊尔西藏妇童","尼泊尔发生8.1级地震，紧急援助尼泊尔西藏地震灾区妇女儿童。","","项目状态:已结束","877548.33","2015-04-25","2015-05-20","中国妇女发展基金会"
"1699811018-52","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","伤残妻子为夫治病","伤残妇女为供孩子上学放弃治疗，不屈不挠坚持为夫治病","170000","项目状态:已结束","317.32","2016-05-17","2016-08-17","河北慈善联合基金会"
"1699811018-53","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","锡心关爱妇儿康","为她筑梦，与爱童行，助力妇女儿童全面发展","4000000","项目状态:已结束","21904.97","2022-08-20","2023-07-01","无锡市慈善总会"
"1699811018-54","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","守护花开妇儿权保","为淮安市范围内妇女、儿童等群体提供法律援助服务","25000","项目状态:执行中","8895.69","2021-08-13","2023-01-31","江苏省法律援助基金会"
"1699811018-55","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","关爱女性 远离两癌","为赣榆区2位患“两癌”的城乡低收入妇女筹集善款。","20000","项目状态:执行中","5042.44","2022-08-22","2022-12-31","连云港市红十字会"
"1699811018-56","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","国门河口博爱行","为困境妇女、儿童、老年人、残障等弱势群体提供更多的救助","400000","项目状态:已结束","384761.49","2023-04-24","2023-12-31","云南省红十字会"
"1699811018-57","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","女性健康万里行","两癌预防从筛查做起。救助一个妇女，挽救一个家庭。","1574400","项目状态:已结束","15693.35","2016-08-18","2016-11-18","浙江省妇女儿童基金会"
"1699811018-58","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","缅战难民人道关怀","和平一天不来，妇女、儿童与老人的生活一天没有安定。","194832","项目状态:已结束","2090.69","2017-06-29","2017-09-29","深圳市龙越慈善基金会"
"1699811018-59","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","针尖下的世外桃源","为乡村留守妇女创造更多就业机会，对文山壮绣开展保护工作","327910","项目状态:执行中","13418.9","2022-08-30","2023-05-31","云南省慈善总会"
"1699811018-60","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=495","东海聚爱助她前行","为东海县5位患“两癌”的城乡低收入妇女筹集善款。","50000","项目状态:执行中","8860.61","2022-08-22","2022-12-31","连云港市红十字会"
"1699811021-61","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","微关爱传递大温暖","为困境妇女儿童家庭提供常态化、精准化关爱服务。","200000","项目状态:执行中","84716.87","2022-07-21","2023-02-28","泰州市慈善总会"
"1699811021-62","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","宁海康乃馨救助","专项用于救助罹患乳腺癌、妇科癌症等重症低收入妇女。","500000","项目状态:已结束","478302.1","2023-03-13","2023-09-30","宁海县红十字会"
"1699811021-63","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","社区草人e工坊","草编技能扶贫，帮助双手灵活的残障人士和贫困家庭妇女","106700","项目状态:已结束","6181.12","2016-07-09","2016-10-09","乌拉特前旗博雅文化协会"
"1699811021-64","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","丧父少女苦心救母","丈夫去世身患恶性肿瘤家庭贫困的农村妇女紧急求助","200000","项目状态:已结束","6339.74","2016-06-17","2016-10-17","李萌"
"1699811021-65","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","爱筑羌寨文化传承","知识和技能，是妇女思想转变的助手，是传承羌文化的砝码","96530","项目状态:已结束","2714.07","2017-08-20","2017-11-20","汶川县大同社会工作服务中心"
"1699811021-66","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","她们的健康谁来关注","帮助城市流动妇女做预防性体检，改善她们的健康状况。","31010","项目状态:已结束","3497.38","2016-08-30","2016-11-30","济南市恒悦社会工作服务中心"
"1699811021-67","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","小小贴心“护士”","为山区妇女、女孩创造一片健康的、多层呵护的生理空间。","76813","项目状态:已结束","40.19","2016-08-24","2016-11-24","峨边大渡河公益协会"
"1699811021-68","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","景区为她聚爱助她行","为景区3位患“两癌”的城乡低收入妇女筹集善款。","30000","项目状态:执行中","3566.44","2022-08-22","2022-12-31","连云港市红十字会"
"1699811021-69","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","海曙康乃馨救助","用于救助海曙区罹患乳腺癌、妇科癌症等重病的低收入妇女。","200000","项目状态:已结束","205371.69","2023-03-13","2023-05-08","宁波市海曙区红十字会"
"1699811021-70","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=494","关爱妇幼 铸就未来","广西籍困难家庭重症孕产妇、妇女儿童患者提供医疗救助。","110000","项目状态:已结束","7789.13","2022-02-23","2023-12-30","广西红十字基金会"
"1699811024-71","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","织爱行动 爱岛爱家","为身处在困境中妇女儿童送去温暖和希望。","400000","项目状态:执行中","400097.49","2022-07-28","2023-09-08","镇江市慈善总会"
"1699811024-72","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","奉化康乃馨救助计划","救助居住在奉化内罹患癌症等重大疾病的妇女","500000","项目状态:执行中","91322.3","2023-03-10","2023-04-30","宁波市奉化区红十字会"
"1699811024-73","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","村嫂卫生守护计划","为乡村妇女发放卫生健康礼包，守护村嫂生理健康。","196480","项目状态:已结束","725.54","2022-04-11","2023-03-31","重庆市慈善总会乡村振兴武隆慈善专项基金"
"1699811024-74","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","慈溪市康乃馨救助","专项用于救助罹患妇科等恶性肿瘤的低收入妇女","150000","项目状态:已结束","150000.73","2023-03-10","2023-09-08","慈溪市红十字会"
"1699811024-75","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","鄞州康乃馨救助计划","救助罹患乳腺癌、妇科癌症等重病的低收入妇女","50000","项目状态:已结束","50846.47","2023-03-10","2023-05-06","宁波市鄞州区红十字会"
"1699811024-76","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","妈妈卫生包送新疆","为新疆贫困妇女送“妈妈卫生包”，促进卫生生理习惯养成","200000","项目状态:已结束","43872.68","2016-02-25","2016-04-19","上海仁德基金会"
"1699811024-77","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","小花帽的幸福之路","一群居家民族妇女，通过制作并销售传统手工制品","120000","项目状态:已结束","64191.7","2015-08-03","2015-09-09","深圳市对口支援新疆（喀什）社会工作站"
"1699811024-78","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","两癌筛查","为本市适龄妇女进行乳腺癌、宫颈癌的筛查。","","项目状态:执行中","2.12","2021-08-12","2021-08-16","广德惠民医院有限公司"
"1699811024-79","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","慈母难忍多年病痛","53岁的刚果妇女瑞凯丝患有卵巢囊肿，疼痛难忍。","3970","项目状态:已结束","3972.62","2015-11-26","2015-12-14","Watsi"
"1699811024-80","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=493","“阳光母亲”计划","妇女是“半边天”，肩负着事业和家庭两副重担。","1200000","项目状态:执行中","319423.76","2022-08-04","2022-12-31","开封市慈善总会"
"1699811027-81","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","""粉红丝带""关爱行动","关爱患“乳腺癌”妇女，帮助她们重获健康。","500000","项目状态:执行中","112638.48","2021-07-29","2021-09-12","抚州市慈善总会"
"1699811027-82","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","困境妇儿温暖相助","用爱心改善困境妇女儿童家庭生活","945000","项目状态:执行中","42404.4","2021-08-23","2023-06-30","长沙市妇女儿童发展基金会"
"1699811027-83","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","给他们一被子的爱","为孤残老人、贫困妇女换上新的被子，温暖过冬。","92784","项目状态:已结束","8663.01","2017-08-19","2017-09-13","海原县阳光社会工作服务中心"
"1699811027-84","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","99—家家幸福一元捐","救助甘肃省困境妇女、孤残儿童和困难家庭。","3600000","项目状态:执行中","3600170.07","2023-08-08","2023-09-07","甘肃妇女儿童发展基金会"
"1699811027-85","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","关爱农村三留守","关爱农村留守儿童、留守妇女、留守老人，助力乡村振兴。","98000","项目状态:执行中","8789.02","2022-08-13","2022-12-31","驻马店市风帆社工服务中心"
"1699811027-86","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","江北康乃馨救助","救助罹患乳腺癌、妇科癌症的低收入妇女","120000","项目状态:已结束","120057.33","2023-03-10","2023-05-04","宁波市江北区红十字会"
"1699811027-87","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","家暴妇女儿童救助金","家庭暴力受害妇女儿童的心理、法律援助和紧急庇护","197000","项目状态:已结束","1411.92","2016-08-26","2016-11-26","甘肃怡欣心理咨询中心"
"1699811027-88","https://gongyi.qq.com/succor/project_list.htm#s_status=1&s_tid=73&s_key=%E5%A6%87%E5%A5%B3&p=492","关爱她甲状腺健康","为贫困地区的妇女提供免费甲状腺健康检查","283800","项目状态:已结束","4345.8","2016-05-24","2016-08-24","中国妇女发展基金会"
